marketid,submarketid,geographyname,period,askingrent,askingrpsf,effectiverent,effectiverpsf,askingrentchange,yoyaskingrentchange,effectiverentchange,yoyeffectiverentchange,ssaskingrentchange,ssyoyaskingrentchange,sseffectiverentchange,ssyoyeffectiverentchange,occupancy,occupancychange,yoyoccupancychange,ssoccupancychange,ssyoyoccupancychange,vacancyrate,concession,concessionpercentaskingrent,percentofunitsofferingconcessions,propertiessampled,unitssampled,existingunits,averageyearbuilt,averageunitsize
26420,10,Spring Branch,Y2024M01,1276,1.402,1260,1.385,-0.0116,0.0075,-0.0143,0.0027,-0.0098,0.0005,-0.0125,-0.0038,0.9224,-0.0002,-0.0079,0.0011,-0.0148,0.0776,83,0.072,0.191,51,13503,21493,1997,910
26420,10,Spring Branch,Y2024M02,1283,1.41,1267,1.393,0.0054,0.0155,0.0055,0.0113,0.0054,0.006,0.0055,0.0047,0.9188,-0.0036,-0.0045,-0.0036,-0.0105,0.0812,99,0.076,0.16,51,13503,21591,1997,910
26420,10,Spring Branch,Y2024M03,1304,1.436,1277,1.407,0.0164,0.0203,0.0081,0.0065,0.0098,0.009,0.0061,-0.001,0.913,-0.0058,-0.0114,-0.0023,-0.0165,0.087,89,0.066,0.3,52,13855,21689,1997,908
26420,10,Spring Branch,Y2024M04,1296,1.427,1277,1.407,-0.0061,0.0155,0.0003,0.0067,-0.0061,0.003,0.0003,-0.0018,0.9222,0.0092,0.0007,0.0092,-0.0028,0.0778,88,0.064,0.209,52,13855,21787,1997,908
26420,10,Spring Branch,Y2024M05,1301,1.434,1280,1.411,0.0042,0.0209,0.0021,0.0153,0.0053,0.0098,0.003,0.0082,0.9255,0.0033,0.0086,0.0027,0.0054,0.0745,84,0.066,0.253,53,14043,21886,1997,908
26420,10,Spring Branch,Y2024M06,1314,1.433,1296,1.413,0.0097,0.0319,0.0126,0.027,0.0023,0.0157,0.0039,0.0115,0.9266,0.0011,0.0088,0.0008,0.0059,0.0734,82,0.06,0.216,53,13898,21985,1997,917
26420,10,Spring Branch,Y2024M07,1308,1.428,1293,1.411,-0.0043,0.0214,-0.0029,0.0233,-0.0083,0.0049,-0.0073,0.0066,0.9247,-0.0019,-0.0078,-0.0012,-0.009,0.0753,93,0.07,0.169,55,14232,21985,1997,916
26420,10,Spring Branch,Y2024M08,1314,1.434,1297,1.415,0.0041,0.0178,0.0035,0.0163,0.0018,-0.002,0.0013,-0.0015,0.9251,0.0004,-0.0072,0.0002,-0.01,0.0749,70,0.056,0.239,54,14078,22349,1997,916
26420,10,Spring Branch,Y2024M09,1313,1.433,1300,1.419,-0.0005,0.0199,0.0022,0.0246,0.002,-0.0008,0.0045,0.0038,0.9408,0.0157,0.0132,0.0156,0.0073,0.0592,77,0.062,0.17,55,14290,22501,1996,916
26420,10,Spring Branch,Y2024M10,1298,1.417,1283,1.401,-0.0114,0.0004,-0.0128,0.0047,-0.0114,-0.0092,-0.0128,-0.0052,0.9408,0,0.0222,0,0.0114,0.0592,106,0.073,0.138,55,14290,22653,1996,916
26420,10,Spring Branch,Y2024M11,1290,1.41,1271,1.39,-0.0058,0.007,-0.0093,-0.0014,-0.0061,-0.013,-0.0094,-0.0224,0.9414,0.0006,0.0198,0.0006,0.0193,0.0586,110,0.09,0.173,54,14104,22805,1996,915
26420,10,Spring Branch,Y2024M12,1299,1.42,1278,1.397,0.0069,0.0066,0.0052,-0.0001,0.001,-0.0152,0.0033,-0.02,0.939,-0.0024,0.0164,-0.0014,0.0169,0.061,128,0.101,0.166,57,14731,22971,1996,915
26420,10,Spring Branch,Y2025M01,1309,1.431,1279,1.398,0.0075,0.0261,0.0006,0.015,0.0009,-0.0064,-0.0018,-0.0106,0.9374,-0.0016,0.015,-0.0005,0.016,0.0626,138,0.106,0.22,58,15055,23138,1996,915
26420,10,Spring Branch,Y2025M02,1300,1.433,1269,1.398,-0.0068,0.0136,-0.008,0.0013,-0.0072,-0.0163,-0.0059,-0.016,0.9397,0.0023,0.0209,0.0033,0.0199,0.0603,140,0.103,0.226,57,14893,23306,1997,907
26420,10,Spring Branch,Y2025M03,1291,1.423,1275,1.405,-0.0072,-0.0099,0.0048,-0.002,-0.0072,-0.0349,0.0048,-0.0257,0.9376,-0.0021,0.0246,-0.0021,0.0205,0.0624,114,0.091,0.142,57,14893,23306,1997,907
26420,10,Spring Branch,Y2025M04,1302,1.435,1273,1.403,0.0087,0.0048,-0.0011,-0.0033,0.0087,-0.0203,-0.0011,-0.0214,0.9424,0.0048,0.0202,0.0048,0.0152,0.0576,121,0.094,0.239,57,14893,23306,1997,907
26420,10,Spring Branch,Y2025M05,1298,1.431,1281,1.413,-0.0032,-0.0026,0.0062,0.0007,-0.0045,-0.0287,0.005,-0.0234,0.944,0.0016,0.0185,0.002,0.0177,0.056,101,0.082,0.166,56,14731,23306,1997,907
26420,10,Spring Branch,Y2025M06,1308,1.445,1287,1.422,0.0077,-0.0046,0.0047,-0.0071,0.0029,-0.0321,0.0011,-0.0267,0.9354,-0.0086,0.0088,-0.0045,0.0164,0.0646,132,0.091,0.157,51,13455,23306,1998,905
26420,10,Spring Branch,Y2025M07,1311,1.45,1282,1.419,0.0023,0.002,-0.0039,-0.0081,0.004,-0.0163,-0.0024,-0.0148,0.9301,-0.0053,0.0054,-0.0049,0.0138,0.0699,135,0.104,0.213,52,13641,23306,1998,904
26420,10,Spring Branch,Y2025M08,1319,1.459,1292,1.43,0.0061,0.0039,0.0077,-0.0039,-0.0014,-0.0186,0.0004,-0.0146,0.9238,-0.0063,-0.0013,-0.0046,0.0053,0.0762,131,0.101,0.205,51,13286,23306,1998,904
26420,10,Spring Branch,Y2025M09,1323,1.464,1302,1.441,0.0034,0.0078,0.008,0.0019,0.0034,-0.0189,0.008,-0.017,0.9278,0.004,-0.013,0.004,-0.004,0.0722,103,0.078,0.202,51,13286,23306,1998,904
26420,10,Spring Branch,Y2025M10,1313,1.457,1285,1.427,-0.0081,0.0112,-0.0132,0.0014,-0.0197,-0.0259,-0.0256,-0.0228,0.9203,-0.0075,-0.0205,-0.0041,-0.0078,0.0797,145,0.108,0.189,51,13610,23306,1999,901
26420,10,Spring Branch,Y2025M11,1308,1.447,1277,1.413,-0.0034,0.0137,-0.0065,0.0042,-0.0121,-0.0315,-0.0158,-0.0297,0.9129,-0.0074,-0.0285,-0.0069,-0.0142,0.0871,134,0.1,0.234,51,13754,23306,1999,904
26420,10,Spring Branch,Y2025M12,1313,1.453,1288,1.426,0.0039,0.0107,0.0089,0.0078,0.004,-0.0321,0.0094,-0.0267,0.91,-0.0029,-0.029,-0.0028,-0.0158,0.09,174,0.122,0.145,51,13754,23306,1999,904
26420,10,Spring Branch,Y2026M01,1328,1.471,1294,1.434,0.0111,0.0143,0.0045,0.0117,0.004,-0.0273,0.0017,-0.0243,0.9118,0.0018,-0.0256,0.0029,-0.0147,0.0882,160,0.116,0.212,52,14098,23306,2000,902
26420,10,Spring Branch,Y2026M02,1321,1.465,1299,1.44,-0.0051,0.0161,0.0038,0.0238,-0.0033,-0.0199,0.003,-0.0041,0.9103,-0.0015,-0.0294,-0.0047,-0.019,0.0897,148,0.112,0.151,51,13772,23306,2000,902
26420,10,Spring Branch,Y2026M03,1321,1.466,1287,1.429,-0.0004,0.023,-0.0092,0.0095,-0.0087,-0.0236,-0.0102,-0.0287,0.9114,0.0011,-0.0262,0.0054,-0.0173,0.0886,172,0.126,0.196,53,14463,23306,2000,901
26420,19,Far West Houston,Y2022M01,1199,1.33,1195,1.326,0.0112,0.1514,0.0134,0.173,0.0091,0.1447,0.0112,0.1659,0.9679,0.002,0.0383,0.0019,0.0396,0.0321,46,0.045,0.09,86,28826,31821,2000,901
26420,19,Far West Houston,Y2022M02,1205,1.336,1200,1.331,0.0045,0.1393,0.004,0.164,0.0045,0.1322,0.004,0.1577,0.9628,-0.0051,0.0386,-0.0051,0.0399,0.0372,40,0.036,0.122,86,28826,31821,2000,901
26420,19,Far West Houston,Y2022M03,1214,1.347,1207,1.339,0.0078,0.1419,0.006,0.1629,0.01,0.1371,0.0082,0.1581,0.9614,-0.0014,0.0333,-0.0009,0.0349,0.0386,55,0.05,0.128,85,28388,31821,2000,901
26420,19,Far West Houston,Y2022M04,1214,1.352,1206,1.343,0,0.1248,-0.0008,0.1498,0.0057,0.1291,0.0049,0.1544,0.955,-0.0064,0.0211,-0.0053,0.0235,0.045,59,0.054,0.135,85,28684,31821,2000,898
26420,19,Far West Houston,Y2022M05,1224,1.36,1216,1.352,0.008,0.1145,0.0085,0.1321,0.0023,0.1117,0.003,0.1281,0.9469,-0.0081,0.016,-0.0082,0.0166,0.0531,61,0.054,0.122,83,27844,31821,2000,900
26420,19,Far West Houston,Y2022M06,1238,1.374,1230,1.365,0.0113,0.1162,0.0109,0.1241,0.0086,0.1102,0.0075,0.117,0.9371,-0.0098,0.0013,-0.0112,0.0001,0.0629,68,0.061,0.117,81,27503,31821,2000,901
26420,19,Far West Houston,Y2022M07,1252,1.389,1245,1.382,0.0114,0.1073,0.0126,0.1162,0.0114,0.1044,0.0126,0.1121,0.9332,-0.0039,-0.0155,-0.0039,-0.0183,0.0668,66,0.056,0.098,81,27503,31821,2000,901
26420,19,Far West Houston,Y2022M08,1255,1.39,1246,1.38,0.0028,0.0936,0.0006,0.0994,0.0009,0.0898,-0.0012,0.0945,0.9259,-0.0073,-0.0283,-0.0071,-0.027,0.0741,67,0.058,0.139,80,27159,31821,2000,903
26420,19,Far West Houston,Y2022M09,1248,1.382,1240,1.373,-0.0054,0.0763,-0.0045,0.0784,-0.0054,0.0716,-0.0045,0.0728,0.9236,-0.0023,-0.0324,-0.0023,-0.0326,0.0764,70,0.06,0.116,80,27159,31821,2000,903
26420,19,Far West Houston,Y2022M10,1249,1.383,1243,1.377,0.0006,0.0679,0.0023,0.0707,0.0006,0.0613,0.0023,0.063,0.9232,-0.0004,-0.0341,-0.0004,-0.0359,0.0768,62,0.055,0.096,80,27159,31821,2000,903
26420,19,Far West Houston,Y2022M11,1244,1.378,1237,1.37,-0.004,0.0628,-0.0049,0.063,-0.004,0.0547,-0.0049,0.0547,0.9173,-0.0059,-0.0472,-0.0059,-0.0462,0.0827,51,0.044,0.141,80,27159,31821,2000,903
26420,19,Far West Houston,Y2022M12,1245,1.375,1236,1.365,0.0009,0.05,-0.0005,0.0485,-0.0041,0.0364,-0.0054,0.0351,0.9195,0.0022,-0.0464,0.0033,-0.0446,0.0805,57,0.049,0.154,79,26645,31856,2000,906
26420,19,Far West Houston,Y2023M01,1248,1.381,1239,1.37,0.0024,0.0409,0.0021,0.0368,0.0052,0.0325,0.0049,0.0283,0.9186,-0.0009,-0.0493,-0.0011,-0.0483,0.0814,63,0.05,0.147,79,26762,31685,2000,904
26420,19,Far West Houston,Y2023M02,1251,1.382,1241,1.371,0.0021,0.0384,0.0018,0.0346,-0.0008,0.0269,-0.0011,0.0231,0.9188,0.0002,-0.044,-0.0001,-0.0426,0.0812,52,0.045,0.187,81,27542,31720,2001,905
26420,19,Far West Houston,Y2023M03,1253,1.384,1241,1.371,0.0013,0.0317,-0.0002,0.0282,0.0013,0.0192,-0.0002,0.017,0.9195,0.0007,-0.0419,0.0007,-0.0415,0.0805,60,0.052,0.194,81,27542,31755,2001,905
26420,19,Far West Houston,Y2023M04,1257,1.39,1246,1.377,0.0037,0.0356,0.0042,0.0333,0.0028,0.015,0.0031,0.0115,0.9173,-0.0022,-0.0377,-0.0017,-0.0387,0.0827,58,0.049,0.192,82,28022,31790,2001,905
26420,19,Far West Houston,Y2023M05,1260,1.395,1249,1.383,0.0021,0.0296,0.0022,0.0269,0.0053,0.0179,0.0058,0.0147,0.9158,-0.0015,-0.0311,-0.0013,-0.0318,0.0842,53,0.045,0.203,83,28426,31825,2001,903
26420,19,Far West Houston,Y2023M06,1264,1.399,1254,1.388,0.0029,0.021,0.0037,0.0196,0.0029,0.0137,0.0037,0.0125,0.9154,-0.0004,-0.0217,-0.0004,-0.0199,0.0846,58,0.049,0.17,83,28426,31861,2001,903
26420,19,Far West Houston,Y2023M07,1261,1.396,1252,1.386,-0.0023,0.0072,-0.0011,0.0058,-0.0023,0.0007,-0.0011,-0.0005,0.9181,0.0027,-0.0151,0.0027,-0.0147,0.0819,67,0.057,0.125,83,28426,31897,2001,903
26420,19,Far West Houston,Y2023M08,1264,1.399,1254,1.388,0.0024,0.0068,0.0014,0.0066,0.0024,0.0018,0.0014,0.0017,0.9151,-0.003,-0.0108,-0.003,-0.0109,0.0849,58,0.049,0.163,83,28426,31933,2001,903
26420,19,Far West Houston,Y2023M09,1254,1.388,1241,1.373,-0.0079,0.0043,-0.0108,0.0002,-0.0079,-0.0003,-0.0108,-0.0045,0.9135,-0.0016,-0.0101,-0.0016,-0.0106,0.0865,59,0.051,0.223,83,28426,31933,2001,903
26420,19,Far West Houston,Y2023M10,1236,1.368,1220,1.35,-0.0145,-0.0109,-0.0167,-0.0188,-0.0145,-0.0139,-0.0167,-0.0221,0.9127,-0.0008,-0.0105,-0.0008,-0.0095,0.0873,87,0.072,0.18,83,28426,31933,2001,903
26420,19,Far West Houston,Y2023M11,1227,1.358,1211,1.34,-0.0068,-0.0137,-0.0076,-0.0214,-0.0068,-0.0146,-0.0076,-0.0227,0.9118,-0.0009,-0.0055,-0.0009,-0.0052,0.0882,85,0.067,0.193,83,28426,31933,2001,903
26420,19,Far West Houston,Y2023M12,1224,1.356,1212,1.342,-0.0026,-0.0172,0.0008,-0.0202,-0.0011,-0.0121,0.0017,-0.0154,0.9111,-0.0007,-0.0084,-0.0023,-0.0088,0.0889,89,0.07,0.139,83,28574,31933,2001,903
26420,19,Far West Houston,Y2024M01,1223,1.355,1204,1.334,-0.0006,-0.0202,-0.0058,-0.028,-0.0006,-0.0173,-0.0058,-0.0257,0.9136,0.0025,-0.005,0.0025,-0.0047,0.0864,65,0.055,0.285,83,28574,31933,2001,903
26420,19,Far West Houston,Y2024M02,1222,1.354,1204,1.334,-0.0009,-0.0231,0,-0.0297,-0.0009,-0.0149,0,-0.022,0.9136,0,-0.0052,0,-0.0049,0.0864,68,0.058,0.261,83,28574,31933,2001,903
26420,19,Far West Houston,Y2024M03,1232,1.37,1216,1.351,0.0085,-0.0162,0.0092,-0.0206,0.0127,-0.0079,0.0141,-0.012,0.9115,-0.0021,-0.008,0.0003,-0.0062,0.0885,82,0.067,0.205,85,29230,31933,2001,899
26420,19,Far West Houston,Y2024M04,1244,1.385,1227,1.365,0.0095,-0.0105,0.0092,-0.0157,0.006,-0.0061,0.0056,-0.0108,0.9102,-0.0013,-0.0071,-0.0004,-0.0053,0.0898,73,0.063,0.238,86,29548,31933,2001,898
26420,19,Far West Houston,Y2024M05,1245,1.386,1225,1.364,0.0006,-0.0119,-0.0012,-0.0191,0.0006,-0.0089,-0.0012,-0.017,0.9153,0.0051,-0.0005,0.0051,0.0007,0.0847,68,0.059,0.292,86,29548,31933,2001,898
26420,19,Far West Houston,Y2024M06,1243,1.384,1223,1.362,-0.0016,-0.0163,-0.0015,-0.0242,-0.0016,-0.0155,-0.0015,-0.0226,0.9138,-0.0015,-0.0016,-0.0015,-0.0009,0.0862,66,0.058,0.298,86,29548,31933,2001,898
26420,19,Far West Houston,Y2024M07,1246,1.386,1227,1.365,0.0023,-0.0117,0.0027,-0.0204,0.0002,-0.0119,0.0001,-0.0198,0.9185,0.0047,0.0004,0.0029,0.0009,0.0815,80,0.072,0.241,85,29142,31933,2001,899
26420,19,Far West Houston,Y2024M08,1252,1.392,1232,1.37,0.0048,-0.0094,0.0042,-0.0177,0.0048,-0.0102,0.0042,-0.0179,0.9217,0.0032,0.0066,0.0032,0.0068,0.0783,72,0.063,0.275,85,29142,31933,2001,899
26420,19,Far West Houston,Y2024M09,1242,1.382,1222,1.36,-0.0076,-0.0091,-0.0077,-0.0146,-0.0076,-0.01,-0.0077,-0.0148,0.9354,0.0137,0.0219,0.0137,0.022,0.0646,81,0.073,0.247,85,29142,31933,2001,899
26420,19,Far West Houston,Y2024M10,1236,1.374,1218,1.355,-0.0054,0,-0.0034,-0.0013,-0.0054,-0.0001,-0.0034,-0.002,0.9354,0,0.0227,0,0.0227,0.0646,75,0.066,0.23,85,29142,31933,2001,899
26420,19,Far West Houston,Y2024M11,1231,1.369,1217,1.353,-0.0038,0.0031,-0.0014,0.0049,-0.0038,0.0033,-0.0014,0.0048,0.9352,-0.0002,0.0234,-0.0002,0.0236,0.0648,73,0.064,0.198,85,29142,31933,2001,899
26420,19,Far West Houston,Y2024M12,1223,1.363,1210,1.348,-0.0061,-0.0004,-0.0058,-0.0017,-0.0027,0.0017,-0.0026,0.0011,0.9345,-0.0007,0.0234,-0.0005,0.0232,0.0655,64,0.057,0.219,86,29508,31933,2001,897
26420,19,Far West Houston,Y2025M01,1222,1.364,1208,1.348,-0.0011,-0.0008,-0.0009,0.0033,0.0047,0.0074,0.0059,0.0123,0.9385,0.004,0.0249,0.0041,0.0235,0.0615,70,0.062,0.196,88,30201,31933,2001,896
26420,19,Far West Houston,Y2025M02,1226,1.359,1207,1.338,0.0029,0.003,-0.0015,0.0018,-0.0055,0.0031,-0.01,0.0046,0.9406,0.0021,0.027,0.0006,0.0267,0.0594,69,0.061,0.276,84,28817,31933,2001,902
26420,19,Far West Houston,Y2025M03,1233,1.37,1216,1.35,0.0063,0.0008,0.0073,0,0.0085,-0.001,0.0094,-0.0001,0.9411,0.0005,0.0296,0.0018,0.0313,0.0589,66,0.06,0.271,85,29172,31933,2001,901
26420,19,Far West Houston,Y2025M04,1233,1.363,1215,1.343,-0.0002,-0.0089,-0.0002,-0.0093,-0.004,-0.0139,-0.0046,-0.0119,0.946,0.0049,0.0358,0.0039,0.0378,0.054,65,0.057,0.274,83,28406,31933,2001,905
26420,19,Far West Houston,Y2025M05,1240,1.367,1222,1.348,0.0054,-0.0041,0.0057,-0.0024,0.0033,-0.012,0.0039,-0.009,0.9456,-0.0004,0.0303,-0.0006,0.032,0.0544,75,0.064,0.233,81,27894,31933,2001,907
26420,19,Far West Houston,Y2025M06,1226,1.348,1205,1.325,-0.0115,-0.014,-0.014,-0.0149,-0.0171,-0.0281,-0.0203,-0.0292,0.9415,-0.0041,0.0277,-0.0045,0.0279,0.0585,85,0.074,0.24,78,27099,31933,2001,909
26420,19,Far West Houston,Y2025M07,1224,1.346,1203,1.323,-0.0009,-0.0172,-0.0018,-0.0194,-0.0009,-0.029,-0.0018,-0.0311,0.9383,-0.0032,0.0198,-0.0032,0.0213,0.0617,88,0.08,0.244,78,27099,31946,2001,909
26420,19,Far West Houston,Y2025M08,1214,1.333,1201,1.319,-0.0086,-0.0302,-0.0016,-0.0251,-0.0072,-0.0408,0,-0.0365,0.9388,0.0005,0.0171,-0.0011,0.0179,0.0612,102,0.088,0.127,77,26733,31959,2001,911
26420,19,Far West Houston,Y2025M09,1208,1.327,1194,1.311,-0.0049,-0.0276,-0.0061,-0.0235,-0.0044,-0.038,-0.0056,-0.0342,0.9392,0.0004,0.0038,0.0001,0.002,0.0608,89,0.071,0.16,77,26877,31959,2001,910
26420,19,Far West Houston,Y2025M10,1205,1.326,1180,1.299,-0.0027,-0.0249,-0.0116,-0.0315,-0.0044,-0.039,-0.0143,-0.0457,0.9328,-0.0064,-0.0026,-0.004,-0.0048,0.0672,96,0.081,0.26,77,26692,31959,2001,908
26420,19,Far West Houston,Y2025M11,1196,1.316,1174,1.293,-0.0074,-0.0285,-0.0046,-0.0347,-0.0075,-0.0429,-0.0047,-0.0504,0.9292,-0.0036,-0.006,-0.0036,-0.0079,0.0708,95,0.077,0.226,77,26697,31959,2001,908
26420,19,Far West Houston,Y2025M12,1198,1.314,1170,1.284,0.0016,-0.021,-0.0033,-0.0323,0.0022,-0.0372,-0.0031,-0.0487,0.9325,0.0033,-0.002,0.0004,-0.003,0.0675,111,0.091,0.246,75,26109,31959,2002,911
26420,19,Far West Houston,Y2026M01,1194,1.313,1168,1.284,-0.0028,-0.0227,-0.0017,-0.0331,-0.0001,-0.0408,0.0018,-0.052,0.9258,-0.0067,-0.0127,-0.0051,-0.0141,0.0742,107,0.089,0.243,76,26379,31959,2001,910
26420,19,Far West Houston,Y2026M02,1194,1.315,1171,1.289,-0.0001,-0.0256,0.0019,-0.0298,-0.0022,-0.0357,-0.0005,-0.0405,0.9227,-0.0031,-0.0179,-0.0011,-0.018,0.0773,111,0.097,0.213,77,26697,31959,2001,908
26420,19,Far West Houston,Y2026M03,1192,1.312,1161,1.278,-0.0019,-0.0335,-0.0086,-0.0451,-0.0019,-0.0461,-0.0086,-0.0589,0.924,0.0013,-0.0171,0.0013,-0.0185,0.076,111,0.1,0.283,77,26697,31959,2001,908
26420,30,Clear Lake,Y2022M01,1236,1.405,1229,1.397,-0.0033,0.1255,-0.002,0.1401,-0.0049,0.1066,-0.0035,0.1223,0.9627,0.0041,0.023,0.0028,0.0219,0.0373,100,0.081,0.068,100,26375,30635,1995,880
26420,30,Clear Lake,Y2022M02,1248,1.417,1241,1.41,0.0095,0.1229,0.01,0.1379,0.0082,0.1105,0.0087,0.1266,0.9654,0.0027,0.0264,0.003,0.0261,0.0346,85,0.063,0.072,99,26231,30677,1995,880
26420,30,Clear Lake,Y2022M03,1268,1.44,1263,1.434,0.0166,0.1328,0.0171,0.1477,0.015,0.1193,0.0155,0.1342,0.9575,-0.0079,0.0205,-0.0077,0.0231,0.0425,60,0.051,0.095,98,26055,30973,1995,881
26420,30,Clear Lake,Y2022M04,1283,1.455,1275,1.447,0.0115,0.1323,0.0099,0.1445,0.0099,0.1197,0.0083,0.1314,0.9493,-0.0082,0.0089,-0.0083,0.0103,0.0507,72,0.056,0.107,99,26255,31015,1995,881
26420,30,Clear Lake,Y2022M05,1297,1.471,1290,1.462,0.0112,0.1308,0.0114,0.1383,0.0101,0.1155,0.0104,0.1229,0.9445,-0.0048,-0.0007,-0.0048,-0.0026,0.0555,69,0.058,0.108,97,25978,31015,1995,882
26420,30,Clear Lake,Y2022M06,1307,1.478,1300,1.47,0.0074,0.1155,0.0081,0.1236,0.0048,0.0977,0.0053,0.1056,0.939,-0.0055,-0.0128,-0.0069,-0.0146,0.061,82,0.069,0.081,96,25654,31015,1995,884
26420,30,Clear Lake,Y2022M07,1312,1.483,1306,1.477,0.0036,0.0982,0.0047,0.1001,0.0036,0.0803,0.0047,0.0817,0.9376,-0.0014,-0.0219,-0.0014,-0.0218,0.0624,84,0.08,0.062,96,25654,31015,1995,884
26420,30,Clear Lake,Y2022M08,1306,1.479,1301,1.473,-0.0039,0.0856,-0.004,0.0865,-0.0028,0.0683,-0.003,0.0686,0.938,0.0004,-0.0198,0.0005,-0.0218,0.062,67,0.057,0.081,97,25798,31015,1995,883
26420,30,Clear Lake,Y2022M09,1315,1.489,1312,1.485,0.0069,0.0828,0.0081,0.0855,0.0069,0.0657,0.0081,0.068,0.932,-0.006,-0.0235,-0.006,-0.0233,0.068,54,0.043,0.073,97,25798,31015,1995,883
26420,30,Clear Lake,Y2022M10,1306,1.476,1301,1.471,-0.0072,0.0612,-0.0081,0.0625,-0.0106,0.0447,-0.0104,0.0472,0.9264,-0.0056,-0.0289,-0.0055,-0.0294,0.0736,53,0.04,0.095,97,25902,31047,1996,885
26420,30,Clear Lake,Y2022M11,1283,1.454,1276,1.447,-0.0178,0.0442,-0.0189,0.0446,-0.0136,0.0314,-0.0147,0.033,0.925,-0.0014,-0.0358,-0.0007,-0.036,0.075,65,0.05,0.1,96,25593,31111,1996,882
26420,30,Clear Lake,Y2022M12,1278,1.449,1269,1.439,-0.0037,0.0307,-0.0055,0.0307,-0.0037,0.0203,-0.0055,0.0188,0.9244,-0.0006,-0.0342,-0.0006,-0.0362,0.0756,62,0.047,0.139,96,25593,31175,1996,882
26420,30,Clear Lake,Y2023M01,1280,1.451,1270,1.439,0.0015,0.0357,0.0005,0.0332,0.0015,0.0304,0.0005,0.0292,0.9252,0.0008,-0.0375,0.0008,-0.0352,0.0748,71,0.06,0.142,96,25593,31239,1996,882
26420,30,Clear Lake,Y2023M02,1280,1.451,1273,1.443,0.0004,0.0263,0.0026,0.0256,0.0027,0.0222,0.005,0.0228,0.9246,-0.0006,-0.0408,-0.0001,-0.0398,0.0754,79,0.067,0.091,95,25239,31303,1996,882
26420,30,Clear Lake,Y2023M03,1288,1.453,1282,1.447,0.0059,0.0155,0.0072,0.0156,0.006,0.0106,0.0073,0.0114,0.9259,0.0013,-0.0316,0.0005,-0.0292,0.0741,62,0.052,0.091,94,24923,31367,1996,886
26420,30,Clear Lake,Y2023M04,1300,1.468,1294,1.46,0.0097,0.0137,0.009,0.0147,0.0098,0.0141,0.0092,0.0153,0.9284,0.0025,-0.0209,0.0025,-0.019,0.0716,77,0.06,0.085,95,24929,31432,1995,886
26420,30,Clear Lake,Y2023M05,1316,1.485,1308,1.475,0.0122,0.0147,0.0106,0.0138,0.0114,0.016,0.0097,0.0152,0.9293,0.0009,-0.0152,0.0008,-0.0147,0.0707,63,0.052,0.137,93,24781,31537,1996,886
26420,30,Clear Lake,Y2023M06,1322,1.495,1313,1.486,0.004,0.0113,0.0041,0.0099,0.0069,0.0176,0.0071,0.0172,0.9331,0.0038,-0.0059,0.0039,-0.0046,0.0669,66,0.052,0.13,94,25105,31642,1996,884
26420,30,Clear Lake,Y2023M07,1324,1.498,1314,1.487,0.0016,0.0093,0.0011,0.0063,0.0014,0.0141,0.001,0.012,0.9342,0.0011,-0.0034,0.0011,-0.0023,0.0658,57,0.045,0.163,94,25084,31714,1996,884
26420,30,Clear Lake,Y2023M08,1318,1.493,1308,1.481,-0.0042,0.0089,-0.0051,0.0052,-0.0032,0.0158,-0.0041,0.0129,0.9333,-0.0009,-0.0047,-0.0005,-0.0042,0.0667,61,0.045,0.17,95,25208,31831,1995,883
26420,30,Clear Lake,Y2023M09,1304,1.479,1295,1.469,-0.0107,-0.0087,-0.0095,-0.0123,-0.0088,-0.0005,-0.0077,-0.0034,0.9332,-0.0001,0.0012,-0.0003,0.0007,0.0668,62,0.046,0.139,97,25612,31915,1995,882
26420,30,Clear Lake,Y2023M10,1297,1.471,1287,1.46,-0.0051,-0.0066,-0.0061,-0.0103,-0.0048,0.0025,-0.0059,-0.0023,0.9303,-0.0029,0.0039,-0.0019,0.0038,0.0697,68,0.051,0.145,98,25802,32000,1995,882
26420,30,Clear Lake,Y2023M11,1287,1.459,1269,1.438,-0.0076,0.0037,-0.0147,-0.0061,-0.0122,0.0031,-0.0176,-0.0049,0.929,-0.0013,0.004,-0.0001,0.004,0.071,91,0.068,0.209,100,26242,32085,1995,882
26420,30,Clear Lake,Y2023M12,1291,1.463,1269,1.438,0.003,0.0105,0.0002,-0.0004,0.003,0.0123,0.0002,0.0017,0.9289,-0.0001,0.0045,-0.0001,0.004,0.0711,80,0.06,0.282,100,26242,32170,1995,882
26420,30,Clear Lake,Y2024M01,1293,1.466,1275,1.445,0.0016,0.0105,0.0046,0.0038,-0.0012,0.0101,0.0016,0.0056,0.9284,-0.0005,0.0032,-0.001,0.0024,0.0716,78,0.061,0.24,101,26596,32289,1995,882
26420,30,Clear Lake,Y2024M02,1296,1.469,1279,1.45,0.0022,0.0124,0.0037,0.0049,0.003,0.011,0.0044,0.0037,0.9242,-0.0042,-0.0004,-0.0034,-0.0013,0.0758,72,0.058,0.234,102,26728,32408,1995,882
26420,30,Clear Lake,Y2024M03,1299,1.476,1284,1.46,0.002,0.0084,0.0036,0.0014,0.0033,0.0106,0.0048,0.0047,0.9243,0.0001,-0.0016,0.0009,-0.0003,0.0757,73,0.055,0.203,103,27168,32528,1995,880
